기관명,지역,프로그램명,종목,기준일,정원,신청인원,대기인원,시연데이터
성동구민종합체육센터,서울,성인농구18B게임반,농구,2026-08-01,30,27,0,true
성동구민종합체육센터,서울,성인농구18B게임반,농구,2026-09-01,30,28,0,true
구로구민체육센터,서울,10 스피닝B,사이클,2026-04-01,20,13,0,true
구로구민체육센터,서울,10 스피닝B,사이클,2026-05-01,20,14,0,true
구로구민체육센터,서울,10 스피닝B,사이클,2026-06-01,20,14,0,true
구로구민체육센터,서울,10 스피닝B,사이클,2026-07-01,20,15,0,true
구로구민체육센터,서울,10 스피닝B,사이클,2026-08-01,20,16,0,true
구로구민체육센터,서울,10 스피닝B,사이클,2026-09-01,20,17,0,true
종로구민회관,서울,"스피닝(월수금,10)",사이클,2026-04-01,30,19,0,true
종로구민회관,서울,"스피닝(월수금,10)",사이클,2026-05-01,30,22,0,true
종로구민회관,서울,"스피닝(월수금,10)",사이클,2026-06-01,30,21,0,true
종로구민회관,서울,"스피닝(월수금,10)",사이클,2026-07-01,30,24,0,true
종로구민회관,서울,"스피닝(월수금,10)",사이클,2026-08-01,30,22,0,true
종로구민회관,서울,"스피닝(월수금,10)",사이클,2026-09-01,30,23,0,true
영등포제1스포츠센터,서울,스피닝20A,사이클,2026-04-01,25,15,0,true
영등포제1스포츠센터,서울,스피닝20A,사이클,2026-05-01,25,16,0,true
영등포제1스포츠센터,서울,스피닝20A,사이클,2026-06-01,25,16,0,true
영등포제1스포츠센터,서울,스피닝20A,사이클,2026-07-01,25,17,0,true
영등포제1스포츠센터,서울,스피닝20A,사이클,2026-08-01,25,16,0,true
영등포제1스포츠센터,서울,스피닝20A,사이클,2026-09-01,25,19,0,true
부천체육관,경기,재키스피닝2부 주5회(20시20분),사이클,2026-04-01,12,10,0,true
부천체육관,경기,재키스피닝2부 주5회(20시20분),사이클,2026-05-01,12,14,4,true
부천체육관,경기,재키스피닝2부 주5회(20시20분),사이클,2026-06-01,12,14,6,true
부천체육관,경기,재키스피닝2부 주5회(20시20분),사이클,2026-07-01,12,14,3,true
부천체육관,경기,재키스피닝2부 주5회(20시20분),사이클,2026-08-01,12,12,2,true
부천체육관,경기,재키스피닝2부 주5회(20시20분),사이클,2026-09-01,12,12,3,true
오남체육문화센터,경기,파워스피닝 파워스피닝 오남체육문화센터 파워스피닝-파워스피닝 11B파워스피닝(김은비) 오남체육문화센터 파워스피닝-파워스피닝 11B파워스피닝(김은비) 주2회_청소년(스피닝) 주2회_청소년(스피닝),사이클,2026-04-01,40,19,0,true
오남체육문화센터,경기,파워스피닝 파워스피닝 오남체육문화센터 파워스피닝-파워스피닝 11B파워스피닝(김은비) 오남체육문화센터 파워스피닝-파워스피닝 11B파워스피닝(김은비) 주2회_청소년(스피닝) 주2회_청소년(스피닝),사이클,2026-05-01,40,20,0,true
오남체육문화센터,경기,파워스피닝 파워스피닝 오남체육문화센터 파워스피닝-파워스피닝 11B파워스피닝(김은비) 오남체육문화센터 파워스피닝-파워스피닝 11B파워스피닝(김은비) 주2회_청소년(스피닝) 주2회_청소년(스피닝),사이클,2026-06-01,40,21,0,true
오남체육문화센터,경기,파워스피닝 파워스피닝 오남체육문화센터 파워스피닝-파워스피닝 11B파워스피닝(김은비) 오남체육문화센터 파워스피닝-파워스피닝 11B파워스피닝(김은비) 주2회_청소년(스피닝) 주2회_청소년(스피닝),사이클,2026-07-01,40,27,0,true
오남체육문화센터,경기,파워스피닝 파워스피닝 오남체육문화센터 파워스피닝-파워스피닝 11B파워스피닝(김은비) 오남체육문화센터 파워스피닝-파워스피닝 11B파워스피닝(김은비) 주2회_청소년(스피닝) 주2회_청소년(스피닝),사이클,2026-08-01,40,29,0,true
오남체육문화센터,경기,파워스피닝 파워스피닝 오남체육문화센터 파워스피닝-파워스피닝 11B파워스피닝(김은비) 오남체육문화센터 파워스피닝-파워스피닝 11B파워스피닝(김은비) 주2회_청소년(스피닝) 주2회_청소년(스피닝),사이클,2026-09-01,40,30,0,true
도봉동실내스포츠센터(본관),서울,다이어트요가(월수금/11시),요가,2026-04-01,12,7,0,true
도봉동실내스포츠센터(본관),서울,다이어트요가(월수금/11시),요가,2026-05-01,12,7,0,true
도봉동실내스포츠센터(본관),서울,다이어트요가(월수금/11시),요가,2026-06-01,12,9,0,true
도봉동실내스포츠센터(본관),서울,다이어트요가(월수금/11시),요가,2026-07-01,12,7,0,true
도봉동실내스포츠센터(본관),서울,다이어트요가(월수금/11시),요가,2026-08-01,12,14,5,true
도봉동실내스포츠센터(본관),서울,다이어트요가(월수금/11시),요가,2026-09-01,12,14,5,true
금곡공원국민체육센터,경기,"요가_월,수,금_10시",요가,2026-04-01,15,10,0,true
금곡공원국민체육센터,경기,"요가_월,수,금_10시",요가,2026-05-01,15,11,0,true
금곡공원국민체육센터,경기,"요가_월,수,금_10시",요가,2026-06-01,15,10,0,true
금곡공원국민체육센터,경기,"요가_월,수,금_10시",요가,2026-07-01,15,10,0,true
금곡공원국민체육센터,경기,"요가_월,수,금_10시",요가,2026-08-01,15,10,0,true
금곡공원국민체육센터,경기,"요가_월,수,금_10시",요가,2026-09-01,15,12,0,true
부산국민체육센터,부산,새벽요가 B반,요가,2026-04-01,25,16,0,true
부산국민체육센터,부산,새벽요가 B반,요가,2026-05-01,25,15,0,true
부산국민체육센터,부산,새벽요가 B반,요가,2026-06-01,25,18,0,true
부산국민체육센터,부산,새벽요가 B반,요가,2026-07-01,25,15,0,true
부산국민체육센터,부산,새벽요가 B반,요가,2026-08-01,25,19,0,true
부산국민체육센터,부산,새벽요가 B반,요가,2026-09-01,25,15,0,true
김천실내체육관,경북,11시 요가,요가,2026-04-01,30,27,0,true
김천실내체육관,경북,11시 요가,요가,2026-05-01,30,26,0,true
김천실내체육관,경북,11시 요가,요가,2026-06-01,30,27,0,true
김천실내체육관,경북,11시 요가,요가,2026-07-01,30,29,0,true
김천실내체육관,경북,11시 요가,요가,2026-08-01,30,30,3,true
김천실내체육관,경북,11시 요가,요가,2026-09-01,30,33,5,true
속초국민체육센터,강원,요가,요가,2026-04-01,20,8,0,true
속초국민체육센터,강원,요가,요가,2026-05-01,20,8,0,true
속초국민체육센터,강원,요가,요가,2026-06-01,20,10,0,true
속초국민체육센터,강원,요가,요가,2026-07-01,20,11,0,true
속초국민체육센터,강원,요가,요가,2026-08-01,20,10,0,true
속초국민체육센터,강원,요가,요가,2026-09-01,20,11,0,true
마포아트센터체육관,서울,인라인스케이트(10/12),빙상,2026-04-01,15,9,0,true
마포아트센터체육관,서울,인라인스케이트(10/12),빙상,2026-05-01,15,8,0,true
마포아트센터체육관,서울,인라인스케이트(10/12),빙상,2026-06-01,15,9,0,true
마포아트센터체육관,서울,인라인스케이트(10/12),빙상,2026-07-01,15,11,0,true
마포아트센터체육관,서울,인라인스케이트(10/12),빙상,2026-08-01,15,11,0,true
마포아트센터체육관,서울,인라인스케이트(10/12),빙상,2026-09-01,15,12,0,true
노원구민체육센터,서울,인라인스케이트/초등/주말B,빙상,2026-04-01,30,25,0,true
노원구민체육센터,서울,인라인스케이트/초등/주말B,빙상,2026-05-01,30,26,0,true
노원구민체육센터,서울,인라인스케이트/초등/주말B,빙상,2026-06-01,30,29,0,true
노원구민체육센터,서울,인라인스케이트/초등/주말B,빙상,2026-07-01,30,27,0,true
노원구민체육센터,서울,인라인스케이트/초등/주말B,빙상,2026-08-01,30,29,0,true
노원구민체육센터,서울,인라인스케이트/초등/주말B,빙상,2026-09-01,30,31,3,true
서울곰두리체육센터,서울,스포츠교실 인라인스케이트A(휴강),빙상,2026-04-01,40,23,0,true
서울곰두리체육센터,서울,스포츠교실 인라인스케이트A(휴강),빙상,2026-05-01,40,22,0,true
서울곰두리체육센터,서울,스포츠교실 인라인스케이트A(휴강),빙상,2026-06-01,40,24,0,true
서울곰두리체육센터,서울,스포츠교실 인라인스케이트A(휴강),빙상,2026-07-01,40,25,0,true
서울곰두리체육센터,서울,스포츠교실 인라인스케이트A(휴강),빙상,2026-08-01,40,26,0,true
서울곰두리체육센터,서울,스포츠교실 인라인스케이트A(휴강),빙상,2026-09-01,40,27,0,true
동작구민체육센터,서울,다목적실2층 2층웰빙 동작구민체육센터 다목적실2층-2층웰빙 [상급13시]웰빙댄스전문반-초보가능/지루박+도롯도 특화/웰빙댄스전문반[1.5] 동작구민체육센터 다목적실2층-2층웰빙 [상급13시]웰빙댄스전문반-초보가능/지루박+도롯도 특화/웰빙댄스전문반[1.5],빙상,2026-04-01,20,14,0,true
동작구민체육센터,서울,다목적실2층 2층웰빙 동작구민체육센터 다목적실2층-2층웰빙 [상급13시]웰빙댄스전문반-초보가능/지루박+도롯도 특화/웰빙댄스전문반[1.5] 동작구민체육센터 다목적실2층-2층웰빙 [상급13시]웰빙댄스전문반-초보가능/지루박+도롯도 특화/웰빙댄스전문반[1.5],빙상,2026-05-01,20,14,0,true
동작구민체육센터,서울,다목적실2층 2층웰빙 동작구민체육센터 다목적실2층-2층웰빙 [상급13시]웰빙댄스전문반-초보가능/지루박+도롯도 특화/웰빙댄스전문반[1.5] 동작구민체육센터 다목적실2층-2층웰빙 [상급13시]웰빙댄스전문반-초보가능/지루박+도롯도 특화/웰빙댄스전문반[1.5],빙상,2026-06-01,20,16,0,true
동작구민체육센터,서울,다목적실2층 2층웰빙 동작구민체육센터 다목적실2층-2층웰빙 [상급13시]웰빙댄스전문반-초보가능/지루박+도롯도 특화/웰빙댄스전문반[1.5] 동작구민체육센터 다목적실2층-2층웰빙 [상급13시]웰빙댄스전문반-초보가능/지루박+도롯도 특화/웰빙댄스전문반[1.5],빙상,2026-07-01,20,15,0,true
동작구민체육센터,서울,다목적실2층 2층웰빙 동작구민체육센터 다목적실2층-2층웰빙 [상급13시]웰빙댄스전문반-초보가능/지루박+도롯도 특화/웰빙댄스전문반[1.5] 동작구민체육센터 다목적실2층-2층웰빙 [상급13시]웰빙댄스전문반-초보가능/지루박+도롯도 특화/웰빙댄스전문반[1.5],빙상,2026-08-01,20,16,0,true
동작구민체육센터,서울,다목적실2층 2층웰빙 동작구민체육센터 다목적실2층-2층웰빙 [상급13시]웰빙댄스전문반-초보가능/지루박+도롯도 특화/웰빙댄스전문반[1.5] 동작구민체육센터 다목적실2층-2층웰빙 [상급13시]웰빙댄스전문반-초보가능/지루박+도롯도 특화/웰빙댄스전문반[1.5],빙상,2026-09-01,20,18,0,true
과천시민회관빙상장,경기,성인/기초1(최원필)수금,빙상,2026-04-01,50,41,0,true
과천시민회관빙상장,경기,성인/기초1(최원필)수금,빙상,2026-05-01,50,44,0,true
과천시민회관빙상장,경기,성인/기초1(최원필)수금,빙상,2026-06-01,50,43,0,true
과천시민회관빙상장,경기,성인/기초1(최원필)수금,빙상,2026-07-01,50,47,0,true
과천시민회관빙상장,경기,성인/기초1(최원필)수금,빙상,2026-08-01,50,47,0,true
과천시민회관빙상장,경기,성인/기초1(최원필)수금,빙상,2026-09-01,50,51,4,true
유소년스포츠센터,서울,풋살특강4,축구,2026-04-01,25,9,0,true
유소년스포츠센터,서울,풋살특강4,축구,2026-05-01,25,9,0,true
유소년스포츠센터,서울,풋살특강4,축구,2026-06-01,25,13,0,true
유소년스포츠센터,서울,풋살특강4,축구,2026-07-01,25,11,0,true
유소년스포츠센터,서울,풋살특강4,축구,2026-08-01,25,12,0,true
유소년스포츠센터,서울,풋살특강4,축구,2026-09-01,25,13,0,true
서울숲복합문화체육센터,서울,초등풋살17C,축구,2026-04-01,20,9,0,true
서울숲복합문화체육센터,서울,초등풋살17C,축구,2026-05-01,20,8,0,true
서울숲복합문화체육센터,서울,초등풋살17C,축구,2026-06-01,20,12,0,true
서울숲복합문화체육센터,서울,초등풋살17C,축구,2026-07-01,20,12,0,true
서울숲복합문화체육센터,서울,초등풋살17C,축구,2026-08-01,20,14,0,true
서울숲복합문화체육센터,서울,초등풋살17C,축구,2026-09-01,20,12,0,true
의왕청소년수련관체육관,경기,1기초축구 기초스킬B 토10시,축구,2026-04-01,21,5,0,true
의왕청소년수련관체육관,경기,1기초축구 기초스킬B 토10시,축구,2026-05-01,21,6,0,true
의왕청소년수련관체육관,경기,1기초축구 기초스킬B 토10시,축구,2026-06-01,21,7,0,true
의왕청소년수련관체육관,경기,1기초축구 기초스킬B 토10시,축구,2026-07-01,21,8,0,true
의왕청소년수련관체육관,경기,1기초축구 기초스킬B 토10시,축구,2026-08-01,21,9,0,true
의왕청소년수련관체육관,경기,1기초축구 기초스킬B 토10시,축구,2026-09-01,21,8,0,true
수영구 국민체육센터,부산,"어린이풋살_16 월,금 2021년생~2018년생",축구,2026-04-01,28,21,0,true
수영구 국민체육센터,부산,"어린이풋살_16 월,금 2021년생~2018년생",축구,2026-05-01,28,21,0,true
수영구 국민체육센터,부산,"어린이풋살_16 월,금 2021년생~2018년생",축구,2026-06-01,28,24,0,true
수영구 국민체육센터,부산,"어린이풋살_16 월,금 2021년생~2018년생",축구,2026-07-01,28,21,0,true
수영구 국민체육센터,부산,"어린이풋살_16 월,금 2021년생~2018년생",축구,2026-08-01,28,26,0,true
수영구 국민체육센터,부산,"어린이풋살_16 월,금 2021년생~2018년생",축구,2026-09-01,28,26,0,true
다락원체육공원 축구장,서울,"축구성인반(주2회)화,목",축구,2026-04-01,22,10,0,true
다락원체육공원 축구장,서울,"축구성인반(주2회)화,목",축구,2026-05-01,22,9,0,true
다락원체육공원 축구장,서울,"축구성인반(주2회)화,목",축구,2026-06-01,22,11,0,true
다락원체육공원 축구장,서울,"축구성인반(주2회)화,목",축구,2026-07-01,22,12,0,true
다락원체육공원 축구장,서울,"축구성인반(주2회)화,목",축구,2026-08-01,22,12,0,true
다락원체육공원 축구장,서울,"축구성인반(주2회)화,목",축구,2026-09-01,22,12,0,true
국민생활관,강원,에어로빅,에어로빅,2026-04-01,18,5,0,true
국민생활관,강원,에어로빅,에어로빅,2026-05-01,18,7,0,true
국민생활관,강원,에어로빅,에어로빅,2026-06-01,18,9,0,true
국민생활관,강원,에어로빅,에어로빅,2026-07-01,18,7,0,true
국민생활관,강원,에어로빅,에어로빅,2026-08-01,18,8,0,true
국민생활관,강원,에어로빅,에어로빅,2026-09-01,18,10,0,true
용산청소년수련관,서울,에어로빅B(월화수목금)8:30신체건강과근력심폐지구력향상,에어로빅,2026-04-01,12,8,0,true
용산청소년수련관,서울,에어로빅B(월화수목금)8:30신체건강과근력심폐지구력향상,에어로빅,2026-05-01,12,14,4,true
용산청소년수련관,서울,에어로빅B(월화수목금)8:30신체건강과근력심폐지구력향상,에어로빅,2026-06-01,12,6,0,true
용산청소년수련관,서울,에어로빅B(월화수목금)8:30신체건강과근력심폐지구력향상,에어로빅,2026-07-01,12,14,4,true
용산청소년수련관,서울,에어로빅B(월화수목금)8:30신체건강과근력심폐지구력향상,에어로빅,2026-08-01,12,8,0,true
용산청소년수련관,서울,에어로빅B(월화수목금)8:30신체건강과근력심폐지구력향상,에어로빅,2026-09-01,12,14,5,true
중구회현체육센터,서울,에어로빅,에어로빅,2026-04-01,20,10,0,true
중구회현체육센터,서울,에어로빅,에어로빅,2026-05-01,20,12,0,true
중구회현체육센터,서울,에어로빅,에어로빅,2026-06-01,20,12,0,true
중구회현체육센터,서울,에어로빅,에어로빅,2026-07-01,20,13,0,true
중구회현체육센터,서울,에어로빅,에어로빅,2026-08-01,20,12,0,true
중구회현체육센터,서울,에어로빅,에어로빅,2026-09-01,20,13,0,true
강남구민체육관,서울,에어로빅2,에어로빅,2026-04-01,35,26,0,true
강남구민체육관,서울,에어로빅2,에어로빅,2026-05-01,35,28,0,true
강남구민체육관,서울,에어로빅2,에어로빅,2026-06-01,35,28,0,true
강남구민체육관,서울,에어로빅2,에어로빅,2026-07-01,35,27,0,true
강남구민체육관,서울,에어로빅2,에어로빅,2026-08-01,35,31,0,true
강남구민체육관,서울,에어로빅2,에어로빅,2026-09-01,35,28,0,true
올림픽기념국민생활관,서울,에어로빅 19시 월~금,에어로빅,2026-04-01,45,24,0,true
올림픽기념국민생활관,서울,에어로빅 19시 월~금,에어로빅,2026-05-01,45,27,0,true
올림픽기념국민생활관,서울,에어로빅 19시 월~금,에어로빅,2026-06-01,45,27,0,true
올림픽기념국민생활관,서울,에어로빅 19시 월~금,에어로빅,2026-07-01,45,30,0,true
올림픽기념국민생활관,서울,에어로빅 19시 월~금,에어로빅,2026-08-01,45,31,0,true
올림픽기념국민생활관,서울,에어로빅 19시 월~금,에어로빅,2026-09-01,45,32,0,true
양천구민체육센터,서울,토요뮤직줄넘기C,줄넘기,2026-04-01,45,20,0,true
양천구민체육센터,서울,토요뮤직줄넘기C,줄넘기,2026-05-01,45,19,0,true
양천구민체육센터,서울,토요뮤직줄넘기C,줄넘기,2026-06-01,45,25,0,true
양천구민체육센터,서울,토요뮤직줄넘기C,줄넘기,2026-07-01,45,27,0,true
양천구민체육센터,서울,토요뮤직줄넘기C,줄넘기,2026-08-01,45,26,0,true
양천구민체육센터,서울,토요뮤직줄넘기C,줄넘기,2026-09-01,45,27,0,true
중곡문화체육센터,서울,[토]음악줄넘기 C,줄넘기,2026-04-01,23,22,0,true
중곡문화체육센터,서울,[토]음악줄넘기 C,줄넘기,2026-05-01,23,22,0,true
중곡문화체육센터,서울,[토]음악줄넘기 C,줄넘기,2026-06-01,23,22,0,true
중곡문화체육센터,서울,[토]음악줄넘기 C,줄넘기,2026-07-01,23,23,2,true
중곡문화체육센터,서울,[토]음악줄넘기 C,줄넘기,2026-08-01,23,27,8,true
중곡문화체육센터,서울,[토]음악줄넘기 C,줄넘기,2026-09-01,23,25,3,true
목동문화체육센터,서울,토요음악줄넘기B,줄넘기,2026-04-01,20,12,0,true
목동문화체육센터,서울,토요음악줄넘기B,줄넘기,2026-05-01,20,12,0,true
목동문화체육센터,서울,토요음악줄넘기B,줄넘기,2026-06-01,20,13,0,true
목동문화체육센터,서울,토요음악줄넘기B,줄넘기,2026-07-01,20,14,0,true
목동문화체육센터,서울,토요음악줄넘기B,줄넘기,2026-08-01,20,16,0,true
목동문화체육센터,서울,토요음악줄넘기B,줄넘기,2026-09-01,20,16,0,true
과천시민회관다목적체육관,경기,주말줄넘기&학교체육16:30,줄넘기,2026-04-01,25,19,0,true
과천시민회관다목적체육관,경기,주말줄넘기&학교체육16:30,줄넘기,2026-05-01,25,21,0,true
과천시민회관다목적체육관,경기,주말줄넘기&학교체육16:30,줄넘기,2026-06-01,25,25,4,true
과천시민회관다목적체육관,경기,주말줄넘기&학교체육16:30,줄넘기,2026-07-01,25,25,2,true
과천시민회관다목적체육관,경기,주말줄넘기&학교체육16:30,줄넘기,2026-08-01,25,25,1,true
과천시민회관다목적체육관,경기,주말줄넘기&학교체육16:30,줄넘기,2026-09-01,25,25,1,true
금천구민문화체육센터,서울,음악줄넘기(토14:00~14:50) 회원구분:초등 장소:1층다목적룸,줄넘기,2026-04-01,30,12,0,true
금천구민문화체육센터,서울,음악줄넘기(토14:00~14:50) 회원구분:초등 장소:1층다목적룸,줄넘기,2026-05-01,30,14,0,true
금천구민문화체육센터,서울,음악줄넘기(토14:00~14:50) 회원구분:초등 장소:1층다목적룸,줄넘기,2026-06-01,30,14,0,true
금천구민문화체육센터,서울,음악줄넘기(토14:00~14:50) 회원구분:초등 장소:1층다목적룸,줄넘기,2026-07-01,30,14,0,true
금천구민문화체육센터,서울,음악줄넘기(토14:00~14:50) 회원구분:초등 장소:1층다목적룸,줄넘기,2026-08-01,30,18,0,true
금천구민문화체육센터,서울,음악줄넘기(토14:00~14:50) 회원구분:초등 장소:1층다목적룸,줄넘기,2026-09-01,30,19,0,true
흑석체육센터,서울,체육관 검도 흑석체육센터 체육관-검도 20시/검도/월수금/성인 검도(월수금)성인(2시간) 흑석체육센터 체육관-검도 20시/검도/월수금/성인 검도(월수금)성인(2시간),검도,2026-04-01,45,10,0,true
흑석체육센터,서울,체육관 검도 흑석체육센터 체육관-검도 20시/검도/월수금/성인 검도(월수금)성인(2시간) 흑석체육센터 체육관-검도 20시/검도/월수금/성인 검도(월수금)성인(2시간),검도,2026-05-01,45,14,0,true
흑석체육센터,서울,체육관 검도 흑석체육센터 체육관-검도 20시/검도/월수금/성인 검도(월수금)성인(2시간) 흑석체육센터 체육관-검도 20시/검도/월수금/성인 검도(월수금)성인(2시간),검도,2026-06-01,45,13,0,true
흑석체육센터,서울,체육관 검도 흑석체육센터 체육관-검도 20시/검도/월수금/성인 검도(월수금)성인(2시간) 흑석체육센터 체육관-검도 20시/검도/월수금/성인 검도(월수금)성인(2시간),검도,2026-07-01,45,15,0,true
흑석체육센터,서울,체육관 검도 흑석체육센터 체육관-검도 20시/검도/월수금/성인 검도(월수금)성인(2시간) 흑석체육센터 체육관-검도 20시/검도/월수금/성인 검도(월수금)성인(2시간),검도,2026-08-01,45,15,0,true
흑석체육센터,서울,체육관 검도 흑석체육센터 체육관-검도 20시/검도/월수금/성인 검도(월수금)성인(2시간) 흑석체육센터 체육관-검도 20시/검도/월수금/성인 검도(월수금)성인(2시간),검도,2026-09-01,45,16,0,true
개운산스포츠센터,서울,검도[소그룹반]월수,검도,2026-04-01,15,6,0,true
개운산스포츠센터,서울,검도[소그룹반]월수,검도,2026-05-01,15,6,0,true
개운산스포츠센터,서울,검도[소그룹반]월수,검도,2026-06-01,15,6,0,true
개운산스포츠센터,서울,검도[소그룹반]월수,검도,2026-07-01,15,6,0,true
개운산스포츠센터,서울,검도[소그룹반]월수,검도,2026-08-01,15,7,0,true
개운산스포츠센터,서울,검도[소그룹반]월수,검도,2026-09-01,15,7,0,true
서울숲복합문화센터(서울숲복합문화체육센터),서울,저녁검도20B,검도,2026-04-01,50,36,0,true
서울숲복합문화센터(서울숲복합문화체육센터),서울,저녁검도20B,검도,2026-05-01,50,32,0,true
서울숲복합문화센터(서울숲복합문화체육센터),서울,저녁검도20B,검도,2026-06-01,50,36,0,true
서울숲복합문화센터(서울숲복합문화체육센터),서울,저녁검도20B,검도,2026-07-01,50,40,0,true
서울숲복합문화센터(서울숲복합문화체육센터),서울,저녁검도20B,검도,2026-08-01,50,34,0,true
서울숲복합문화센터(서울숲복합문화체육센터),서울,저녁검도20B,검도,2026-09-01,50,38,0,true
손기정문화체육센터,서울,검도B,검도,2026-04-01,50,39,0,true
손기정문화체육센터,서울,검도B,검도,2026-05-01,50,40,0,true
손기정문화체육센터,서울,검도B,검도,2026-06-01,50,38,0,true
손기정문화체육센터,서울,검도B,검도,2026-07-01,50,45,0,true
손기정문화체육센터,서울,검도B,검도,2026-08-01,50,47,0,true
손기정문화체육센터,서울,검도B,검도,2026-09-01,50,44,0,true
포일 스포츠센터,경기,19시 검도,검도,2026-04-01,35,26,0,true
포일 스포츠센터,경기,19시 검도,검도,2026-05-01,35,25,0,true
포일 스포츠센터,경기,19시 검도,검도,2026-06-01,35,29,0,true
포일 스포츠센터,경기,19시 검도,검도,2026-07-01,35,28,0,true
포일 스포츠센터,경기,19시 검도,검도,2026-08-01,35,28,0,true
포일 스포츠센터,경기,19시 검도,검도,2026-09-01,35,28,0,true
일원스포츠문화센터,서울,라켓볼1(단체레슨/월수금/20:00),라켓볼,2026-04-01,15,10,0,true
일원스포츠문화센터,서울,라켓볼1(단체레슨/월수금/20:00),라켓볼,2026-05-01,15,10,0,true
일원스포츠문화센터,서울,라켓볼1(단체레슨/월수금/20:00),라켓볼,2026-06-01,15,10,0,true
일원스포츠문화센터,서울,라켓볼1(단체레슨/월수금/20:00),라켓볼,2026-07-01,15,10,0,true
일원스포츠문화센터,서울,라켓볼1(단체레슨/월수금/20:00),라켓볼,2026-08-01,15,12,0,true
일원스포츠문화센터,서울,라켓볼1(단체레슨/월수금/20:00),라켓볼,2026-09-01,15,11,0,true
고양체육관,경기,라켓볼(월수금)-저녁1반,라켓볼,2026-04-01,30,31,2,true
고양체육관,경기,라켓볼(월수금)-저녁1반,라켓볼,2026-05-01,30,31,5,true
고양체육관,경기,라켓볼(월수금)-저녁1반,라켓볼,2026-06-01,30,33,7,true
고양체육관,경기,라켓볼(월수금)-저녁1반,라켓볼,2026-07-01,30,32,6,true
고양체육관,경기,라켓볼(월수금)-저녁1반,라켓볼,2026-08-01,30,34,7,true
고양체육관,경기,라켓볼(월수금)-저녁1반,라켓볼,2026-09-01,30,34,5,true
일원스포츠문화센터,서울,라켓볼1(단체레슨/화목/10:00),라켓볼,2026-04-01,25,10,0,true
일원스포츠문화센터,서울,라켓볼1(단체레슨/화목/10:00),라켓볼,2026-05-01,25,13,0,true
일원스포츠문화센터,서울,라켓볼1(단체레슨/화목/10:00),라켓볼,2026-06-01,25,12,0,true
일원스포츠문화센터,서울,라켓볼1(단체레슨/화목/10:00),라켓볼,2026-07-01,25,14,0,true
일원스포츠문화센터,서울,라켓볼1(단체레슨/화목/10:00),라켓볼,2026-08-01,25,13,0,true
일원스포츠문화센터,서울,라켓볼1(단체레슨/화목/10:00),라켓볼,2026-09-01,25,14,0,true
금천구민문화체육센터,서울,"라켓볼20시(화,목강습/월,수,금자유이용) 회원구분:단체 장소:지하3층라켓볼장",라켓볼,2026-04-01,60,11,0,true
금천구민문화체육센터,서울,"라켓볼20시(화,목강습/월,수,금자유이용) 회원구분:단체 장소:지하3층라켓볼장",라켓볼,2026-05-01,60,15,0,true
금천구민문화체육센터,서울,"라켓볼20시(화,목강습/월,수,금자유이용) 회원구분:단체 장소:지하3층라켓볼장",라켓볼,2026-06-01,60,11,0,true
금천구민문화체육센터,서울,"라켓볼20시(화,목강습/월,수,금자유이용) 회원구분:단체 장소:지하3층라켓볼장",라켓볼,2026-07-01,60,15,0,true
금천구민문화체육센터,서울,"라켓볼20시(화,목강습/월,수,금자유이용) 회원구분:단체 장소:지하3층라켓볼장",라켓볼,2026-08-01,60,14,0,true
금천구민문화체육센터,서울,"라켓볼20시(화,목강습/월,수,금자유이용) 회원구분:단체 장소:지하3층라켓볼장",라켓볼,2026-09-01,60,24,0,true
고양체육관,경기,라켓볼(월수금)-아침5반,라켓볼,2026-04-01,18,11,0,true
고양체육관,경기,라켓볼(월수금)-아침5반,라켓볼,2026-05-01,18,14,0,true
고양체육관,경기,라켓볼(월수금)-아침5반,라켓볼,2026-06-01,18,14,0,true
고양체육관,경기,라켓볼(월수금)-아침5반,라켓볼,2026-07-01,18,14,0,true
고양체육관,경기,라켓볼(월수금)-아침5반,라켓볼,2026-08-01,18,14,0,true
고양체육관,경기,라켓볼(월수금)-아침5반,라켓볼,2026-09-01,18,15,0,true
마포구민체육센터,서울,화목)볼링레슨오후F_16,볼링,2026-04-01,12,14,5,true
마포구민체육센터,서울,화목)볼링레슨오후F_16,볼링,2026-05-01,12,14,5,true
마포구민체육센터,서울,화목)볼링레슨오후F_16,볼링,2026-06-01,12,10,0,true
마포구민체육센터,서울,화목)볼링레슨오후F_16,볼링,2026-07-01,12,14,5,true
마포구민체육센터,서울,화목)볼링레슨오후F_16,볼링,2026-08-01,12,11,0,true
마포구민체육센터,서울,화목)볼링레슨오후F_16,볼링,2026-09-01,12,11,0,true
구민체육센터,서울,화목)볼링레슨오전10,볼링,2026-04-01,12,14,3,true
구민체육센터,서울,화목)볼링레슨오전10,볼링,2026-05-01,12,9,0,true
구민체육센터,서울,화목)볼링레슨오전10,볼링,2026-06-01,12,14,3,true
구민체육센터,서울,화목)볼링레슨오전10,볼링,2026-07-01,12,14,6,true
구민체육센터,서울,화목)볼링레슨오전10,볼링,2026-08-01,12,7,0,true
구민체육센터,서울,화목)볼링레슨오전10,볼링,2026-09-01,12,14,6,true
구리시멀티스포츠센터,경기,10A(화목)오전볼링초급반,볼링,2026-04-01,16,4,0,true
구리시멀티스포츠센터,경기,10A(화목)오전볼링초급반,볼링,2026-05-01,16,3,0,true
구리시멀티스포츠센터,경기,10A(화목)오전볼링초급반,볼링,2026-06-01,16,4,0,true
